antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Data Science,"Mvp, Stakeholder Management",0.0405,0.036,0.033,0.8148148148148149,22.63374485596708,1.0,0.031542,5.205600000000001,0.996162774172154,0.7586206896551725,0.8078991854925466,0.8657407407407408
"Mvp, Stakeholder Management",Data Science,0.036,0.0405,0.033,0.9166666666666669,22.63374485596708,1.0,0.031542,11.51400000000001,0.9915126367408524,0.7586206896551725,0.913149209657808,0.8657407407407408
"Mvp, Product Strategy",Market Research,0.0365,0.0415,0.034,0.9315068493150688,22.445948176266715,1.0,0.03248525,13.994100000000037,0.991643517811899,0.7727272727272728,0.928541313839404,0.8753919788744018
"Stakeholder Management, Data Science",Market Research,0.0365,0.0415,0.034,0.9315068493150688,22.445948176266715,1.0,0.03248525,13.994100000000037,0.991643517811899,0.7727272727272728,0.928541313839404,0.8753919788744018
Market Research,"Stakeholder Management, Data Science",0.0415,0.0365,0.034,0.8192771084337349,22.44594817626671,1.0,0.03248525,5.331366666666666,0.9968164104452424,0.7727272727272728,0.8124308338699895,0.8753919788744018
Market Research,"Mvp, Product Strategy",0.0415,0.0365,0.034,0.8192771084337349,22.44594817626671,1.0,0.03248525,5.331366666666666,0.9968164104452424,0.7727272727272728,0.8124308338699895,0.8753919788744018
"Market Research, Data Science",Mvp,0.0375,0.041,0.0345,0.9200000000000002,22.439024390243905,1.0,0.0329625,11.987500000000022,0.9926595143986447,0.7840909090909092,0.9165797705943692,0.8807317073170733
Mvp,"Market Research, Data Science",0.041,0.0375,0.0345,0.8414634146341464,22.439024390243905,1.0,0.0329625,6.071153846153849,0.9962823593417056,0.7840909090909092,0.8352866645549574,0.8807317073170733
Mvp,"Product Strategy, Market Research",0.041,0.037,0.034,0.8292682926829269,22.412656558998027,1.0,0.032483,5.640428571428574,0.9962276881555544,0.7727272727272728,0.8227085074589064,0.874093605800923
"Product Strategy, Market Research",Mvp,0.037,0.041,0.034,0.9189189189189192,22.412656558998027,1.0,0.032483,11.82766666666669,0.9920896707592696,0.7727272727272728,0.915452470196996,0.874093605800923
Market Research,"Roadmapping, Data Science",0.0415,0.035,0.0325,0.7831325301204819,22.37521514629948,1.0,0.0310475,4.4497222222222215,0.996669475542715,0.7386363636363634,0.7752668705911729,0.8558519793459551
"Roadmapping, Data Science",Market Research,0.035,0.0415,0.0325,0.9285714285714284,22.37521514629948,1.0,0.0310475,13.418999999999984,0.9899561578318056,0.7386363636363634,0.9254787987182352,0.8558519793459551
Data Science,Market Research,0.0405,0.0415,0.0375,0.9259259259259258,22.31146809460062,1.0,0.03581925,12.939749999999982,0.9954976550286608,0.842696629213483,0.922718754226318,0.9147701918786256
Market Research,Data Science,0.0415,0.0405,0.0375,0.9036144578313252,22.31146809460062,1.0,0.03581925,9.95481249999999,0.9965362545644236,0.842696629213483,0.8995460738210789,0.9147701918786256
"Product Strategy, Data Science",Mvp,0.035,0.041,0.032,0.9142857142857144,22.29965156794425,1.0,0.030565,11.188333333333327,0.9897992227979276,0.7272727272727271,0.9106211827796812,0.8473867595818816
Mvp,"Product Strategy, Data Science",0.041,0.035,0.032,0.7804878048780488,22.29965156794425,1.0,0.030565,4.396111111111112,0.9959919186652764,0.7272727272727271,0.7725262226715531,0.8473867595818816
Data Science,"Roadmapping, Market Research",0.0405,0.036,0.0325,0.8024691358024691,22.290809327846368,1.0,0.031042,4.88025,0.99545436325009,0.7386363636363638,0.795092464525383,0.8526234567901235
"Roadmapping, Market Research",Data Science,0.036,0.0405,0.0325,0.902777777777778,22.290809327846368,1.0,0.031042,9.86914285714287,0.9908075327162466,0.7386363636363638,0.8986740779341094,0.8526234567901235
Swift,React Native,0.037,0.037,0.0305,0.8243243243243243,22.27903579254931,1.0,0.029131,5.481692307692308,0.9918117903409768,0.7011494252873564,0.8175745839297242,0.8243243243243243
React Native,Swift,0.037,0.037,0.0305,0.8243243243243243,22.27903579254931,1.0,0.029131,5.481692307692308,0.9918117903409768,0.7011494252873564,0.8175745839297242,0.8243243243243243
TensorFlow,"Statistics, NumPy",0.0385,0.0365,0.031,0.8051948051948052,22.060131649172742,1.0,0.02959475,4.945966666666668,0.9928958448660528,0.7045454545454546,0.7978150546910278,0.827254936843978
"Statistics, NumPy",TensorFlow,0.0365,0.0385,0.031,0.8493150684931507,22.060131649172742,1.0,0.02959475,6.380863636363639,0.990834825987244,0.7045454545454546,0.8432814024889763,0.827254936843978
"Mvp, Roadmapping",Market Research,0.0355,0.0415,0.0325,0.915492957746479,22.060071270999494,1.0,0.03102675,11.342250000000016,0.9898073932288552,0.7303370786516854,0.9118340717229828,0.8493127439334804
Market Research,"Mvp, Roadmapping",0.0415,0.0355,0.0325,0.7831325301204819,22.060071270999494,1.0,0.03102675,4.447416666666666,0.996003370651258,0.7303370786516854,0.775150368191272,0.8493127439334804
Dart,Flutter,0.04,0.034,0.03,0.75,22.058823529411764,1.0,0.02864,3.864,0.9944444444444444,0.6818181818181817,0.7412008281573499,0.8161764705882353
Flutter,Dart,0.034,0.04,0.03,0.8823529411764705,22.05882352941176,1.0,0.02864,8.15999999999999,0.9882677708764666,0.6818181818181817,0.8774509803921567,0.8161764705882353
Mvp,"Data Science, Stakeholder Management",0.041,0.0365,0.033,0.8048780487804879,22.051453391246245,1.0,0.0315035,4.937937500000001,0.995465604954656,0.7415730337078652,0.7974862986823953,0.8544938189107919
"Data Science, Stakeholder Management",Mvp,0.0365,0.041,0.033,0.904109589041096,22.05145339124624,1.0,0.0315035,10.001000000000008,0.990816310484188,0.7415730337078652,0.9000099990001,0.8544938189107919
Mvp,Market Research,0.041,0.0415,0.0375,0.9146341463414632,22.039377020276223,1.0,0.0357985,11.228142857142847,0.9954396941258256,0.8333333333333333,0.9109380765169152,0.9091243020863944
Market Research,Mvp,0.0415,0.041,0.0375,0.9036144578313252,22.039377020276223,1.0,0.0357985,9.94962499999999,0.9959589636584942,0.8333333333333333,0.899493699511288,0.9091243020863944
Data Science,"Product Strategy, Market Research",0.0405,0.037,0.033,0.8148148148148149,22.022022022022025,1.0,0.0315015,5.2002000000000015,0.9948836988962052,0.7415730337078652,0.807699703857544,0.8533533533533535
"Product Strategy, Market Research",Data Science,0.037,0.0405,0.033,0.891891891891892,22.022022022022025,1.0,0.0315015,8.875375000000009,0.991267818370622,0.7415730337078652,0.88732870442094,0.8533533533533535
"Roadmapping, Market Research",Mvp,0.036,0.041,0.0325,0.902777777777778,22.0189701897019,1.0,0.031024,9.864000000000011,0.990233003511012,0.7303370786516854,0.8986212489862127,0.8477303523035231
Mvp,"Market Research, Stakeholder Management",0.041,0.036,0.0325,0.7926829268292683,22.0189701897019,1.0,0.031024,4.6498823529411775,0.9953958450308816,0.7303370786516854,0.784940795466046,0.8477303523035231
"Market Research, Stakeholder Management",Mvp,0.036,0.041,0.0325,0.902777777777778,22.0189701897019,1.0,0.031024,9.864000000000011,0.990233003511012,0.7303370786516854,0.8986212489862127,0.8477303523035231
Mvp,"Roadmapping, Market Research",0.041,0.036,0.0325,0.7926829268292683,22.0189701897019,1.0,0.031024,4.6498823529411775,0.9953958450308816,0.7303370786516854,0.784940795466046,0.8477303523035231
Product Strategy,"Roadmapping, Stakeholder Management",0.042,0.0365,0.0335,0.7976190476190477,21.8525766470972,1.0,0.031967,4.760823529411766,0.9960739101984856,0.7444444444444445,0.7899523068179011,0.857713633398565
"Roadmapping, Stakeholder Management",Product Strategy,0.0365,0.042,0.0335,0.9178082191780824,21.8525766470972,1.0,0.031967,11.655666666666685,0.9903879667567714,0.7444444444444445,0.9142048216890212,0.857713633398565
Stakeholder Management,"Mvp, Data Science",0.042,0.036,0.033,0.7857142857142857,21.825396825396822,1.0,0.031488,4.498666666666666,0.9960144239893718,0.7333333333333334,0.7777119146413752,0.8511904761904763
"Mvp, Data Science",Stakeholder Management,0.036,0.042,0.033,0.9166666666666669,21.825396825396822,1.0,0.031488,11.49600000000001,0.989815164089023,0.7333333333333334,0.9130132219902576,0.8511904761904763
"Roadmapping, Market Research",Product Strategy,0.036,0.042,0.033,0.9166666666666669,21.825396825396822,1.0,0.031488,11.49600000000001,0.989815164089023,0.7333333333333334,0.9130132219902576,0.8511904761904763
Product Strategy,"Roadmapping, Market Research",0.042,0.036,0.033,0.7857142857142857,21.825396825396822,1.0,0.031488,4.498666666666666,0.9960144239893718,0.7333333333333334,0.7777119146413752,0.8511904761904763
Product Strategy,"Mvp, Roadmapping",0.042,0.0355,0.0325,0.7738095238095238,21.797451374916168,1.0,0.031009,4.264105263157895,0.9959531074353624,0.7222222222222223,0.76548421338468,0.8446512407780014
"Mvp, Roadmapping",Product Strategy,0.0355,0.042,0.0325,0.915492957746479,21.797451374916164,1.0,0.031009,11.336333333333348,0.9892411372971248,0.7222222222222223,0.9117880561027965,0.8446512407780014
"Product Strategy, Data Science",Stakeholder Management,0.035,0.042,0.032,0.9142857142857144,21.7687074829932,1.0,0.03053,11.176666666666662,0.9886658031088082,0.7111111111111109,0.9105278854756934,0.838095238095238
Stakeholder Management,"Product Strategy, Data Science",0.042,0.035,0.032,0.7619047619047619,21.768707482993197,1.0,0.03053,4.052999999999999,0.9958898747390398,0.7111111111111109,0.7532691833209968,0.838095238095238
"Mvp, Stakeholder Management",Market Research,0.036,0.0415,0.0325,0.902777777777778,21.75368139223561,1.0,0.031006,9.858857142857156,0.9896584743057774,0.7222222222222223,0.8985683649220427,0.8429551539491299
Market Research,"Mvp, Stakeholder Management",0.0415,0.036,0.0325,0.7831325301204819,21.75368139223561,1.0,0.031006,4.44511111111111,0.995337265759801,0.7222222222222223,0.7750337449382593,0.8429551539491299
Dart,Kotlin,0.04,0.038,0.033,0.8250000000000001,21.71052631578948,1.0,0.03148,5.497142857142859,0.9936868686868688,0.7333333333333334,0.8180873180873182,0.8467105263157895
Kotlin,Dart,0.038,0.04,0.033,0.868421052631579,21.710526315789476,1.0,0.03148,7.296000000000002,0.9916209916209916,0.7333333333333334,0.8629385964912281,0.8467105263157895
Mvp,Data Science,0.041,0.0405,0.036,0.8780487804878048,21.68021680216802,1.0,0.0343394999999999,7.8678999999999935,0.9946558915537016,0.7912087912087911,0.8729012824260602,0.8834688346883468
Data Science,Mvp,0.0405,0.041,0.036,0.8888888888888888,21.68021680216802,1.0,0.0343394999999999,8.630999999999997,0.994137571651902,0.7912087912087911,0.8841385702699571,0.8834688346883468
"Mvp, Product Strategy",Data Science,0.0365,0.0405,0.032,0.8767123287671234,21.64721799424996,1.0,0.03052175,7.782611111111115,0.9899374026984952,0.7111111111111111,0.8715084197677159,0.8334178927786233
Data Science,"Mvp, Product Strategy",0.0405,0.0365,0.032,0.7901234567901234,21.64721799424996,1.0,0.03052175,4.590794117647058,0.9940642912975508,0.7111111111111111,0.7821727626259714,0.8334178927786233
Mvp,"Roadmapping, Data Science",0.041,0.035,0.031,0.7560975609756098,21.60278745644599,1.0,0.029565,3.9565,0.99448350095866,0.6888888888888887,0.747251358523948,0.8209059233449477
"Roadmapping, Data Science",Mvp,0.035,0.041,0.031,0.8857142857142857,21.60278745644599,1.0,0.029565,8.391249999999998,0.988300183854254,0.6888888888888887,0.8808282437062416,0.8209059233449477
Product Strategy,"Mvp, Market Research",0.042,0.0375,0.034,0.8095238095238095,21.58730158730159,1.0,0.032425,5.0531250000000005,0.9954869212820828,0.7472527472527474,0.8021026592455164,0.8580952380952381
"Mvp, Market Research",Product Strategy,0.0375,0.042,0.034,0.9066666666666668,21.58730158730159,1.0,0.032425,10.26428571428572,0.9908326967150496,0.7472527472527474,0.9025748086290885,0.8580952380952381
Stakeholder Management,"Market Research, Data Science",0.042,0.0375,0.034,0.8095238095238095,21.58730158730159,1.0,0.032425,5.0531250000000005,0.9954869212820828,0.7472527472527474,0.8021026592455164,0.8580952380952381
"Market Research, Data Science",Stakeholder Management,0.0375,0.042,0.034,0.9066666666666668,21.58730158730159,1.0,0.032425,10.26428571428572,0.9908326967150496,0.7472527472527474,0.9025748086290885,0.8580952380952381
Data Science,"Mvp, Roadmapping",0.0405,0.0355,0.031,0.7654320987654321,21.561467570857243,1.0,0.0295622499999999,4.111815789473684,0.9938728168232782,0.6888888888888889,0.7567984435100384,0.8193357676925752
"Mvp, Roadmapping",Data Science,0.0355,0.0405,0.031,0.8732394366197184,21.561467570857243,1.0,0.0295622499999999,7.569388888888892,0.9887205471663404,0.6888888888888889,0.8678889386344121,0.8193357676925752
Roadmapping,"Product Strategy, Stakeholder Management",0.042,0.037,0.0335,0.7976190476190477,21.55727155727156,1.0,0.031946,4.758352941176471,0.9954195618982332,0.7362637362637363,0.7898432477871731,0.8515122265122266
"Product Strategy, Stakeholder Management",Roadmapping,0.037,0.042,0.0335,0.9054054054054056,21.55727155727156,1.0,0.031946,10.12742857142858,0.9902512360316796,0.7362637362637363,0.901258251988941,0.8515122265122266
Product Strategy,Roadmapping,0.042,0.042,0.038,0.9047619047619048,21.54195011337868,1.0,0.036236,10.058999999999989,0.9953851225140096,0.826086956521739,0.900586539417437,0.9047619047619048
Roadmapping,Product Strategy,0.042,0.042,0.038,0.9047619047619048,21.54195011337868,1.0,0.036236,10.058999999999989,0.9953851225140096,0.826086956521739,0.900586539417437,0.9047619047619048
Stakeholder Management,Data Science,0.042,0.0405,0.0365,0.869047619047619,21.457965902410344,1.0,0.034799,7.327090909090904,0.9951954700145852,0.7934782608695651,0.8635201866051266,0.8851410934744267
Data Science,Stakeholder Management,0.0405,0.042,0.0365,0.9012345679012344,21.457965902410344,1.0,0.034799,9.69974999999999,0.993639666778502,0.7934782608695651,0.8969045593958606,0.8851410934744267
Product Strategy,"Roadmapping, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314544,0.6923076923076921,0.7409326424870466,0.825
Stakeholder Management,"Roadmapping, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314544,0.6923076923076921,0.7409326424870466,0.825
Roadmapping,"Product Strategy, Data Science",0.042,0.035,0.0315,0.75,21.428571428571427,1.0,0.03003,3.86,0.9951287404314544,0.6923076923076921,0.7409326424870466,0.825
"Roadmapping, Data Science",Stakeholder Management,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Product Strategy, Data Science",Roadmapping,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Roadmapping, Data Science",Product Strategy,0.035,0.042,0.0315,0.8999999999999999,21.428571428571423,1.0,0.03003,9.579999999999991,0.9879101899827288,0.6923076923076921,0.8956158663883089,0.825
"Product Strategy, Stakeholder Management",Data Science,0.037,0.0405,0.032,0.8648648648648649,21.35468802135469,1.0,0.0305015,7.1003000000000025,0.9897942627206646,0.7032967032967034,0.859160880526175,0.8274941608274942
Data Science,"Product Strategy, Stakeholder Management",0.0405,0.037,0.032,0.7901234567901234,21.354688021354686,1.0,0.0305015,4.5884117647058815,0.9934047681083896,0.7032967032967034,0.7820596643718831,0.8274941608274942
Kotlin,Swift,0.038,0.037,0.03,0.7894736842105263,21.337126600284492,1.0,0.0285939999999999,4.57425,0.9907830907830908,0.6666666666666666,0.7813849264906816,0.8001422475106685
Swift,Kotlin,0.037,0.038,0.03,0.8108108108108109,21.337126600284492,1.0,0.0285939999999999,5.084857142857144,0.98975424022153,0.6666666666666666,0.803337641175479,0.8001422475106685
Data Science,"Roadmapping, Stakeholder Management",0.0405,0.0365,0.0315,0.7777777777777778,21.308980213089804,1.0,0.03002175,4.33575,0.993300081887888,0.6923076923076923,0.7693593957216168,0.8203957382039574
"Roadmapping, Stakeholder Management",Data Science,0.0365,0.0405,0.0315,0.863013698630137,21.3089802130898,1.0,0.03002175,7.0043500000000005,0.9891763659277928,0.6923076923076923,0.8572315775196843,0.8203957382039574
Dart,Ios,0.04,0.037,0.0315,0.7875,21.283783783783782,1.0,0.03002,4.5317647058823525,0.9927248677248678,0.6923076923076923,0.7793354101765316,0.8194256756756757
Ios,Dart,0.037,0.04,0.0315,0.8513513513513514,21.283783783783782,1.0,0.03002,6.458181818181822,0.989632266890834,0.6923076923076923,0.8451576576576577,0.8194256756756757
"Product Strategy, Market Research",Roadmapping,0.037,0.042,0.033,0.891891891891892,21.23552123552124,1.0,0.031446,8.861500000000008,0.9895213820447464,0.7173913043478262,0.8871522879873611,0.8388030888030888
Roadmapping,"Product Strategy, Market Research",0.042,0.037,0.033,0.7857142857142857,21.23552123552124,1.0,0.031446,4.494,0.9946858986524956,0.7173913043478262,0.7774810858923008,0.8388030888030888
Product Strategy,Market Research,0.042,0.0415,0.037,0.8809523809523808,21.22776821572002,1.0,0.035257,8.05139999999999,0.9946679456074028,0.7956989247311826,0.8757979978637255,0.8862593230063108
Market Research,Product Strategy,0.0415,0.042,0.037,0.8915662650602408,21.22776821572002,1.0,0.035257,8.834888888888878,0.9941490786561208,0.7956989247311826,0.8868123852403349,0.8862593230063108
Roadmapping,"Mvp, Product Strategy",0.042,0.0365,0.0325,0.7738095238095238,21.20026092628833,1.0,0.030967,4.259684210526316,0.9946041432471496,0.7065217391304348,0.76524081350236,0.8321102413568168
"Mvp, Product Strategy",Roadmapping,0.0365,0.042,0.0325,0.8904109589041097,21.20026092628833,1.0,0.030967,8.741750000000009,0.988926589756896,0.7065217391304348,0.8856064289186949,0.8321102413568168
Product Strategy,Mvp,0.042,0.041,0.0365,0.869047619047619,21.19628339140534,1.0,0.0347779999999999,7.323272727272722,0.9945949037664082,0.7849462365591396,0.8634490292467351,0.8796457607433217
Mvp,Product Strategy,0.041,0.042,0.0365,0.8902439024390243,21.196283391405338,1.0,0.0347779999999999,8.728444444444436,0.9935577870784348,0.7849462365591396,0.8854320484749731,0.8796457607433217
"Market Research, Stakeholder Management",Product Strategy,0.036,0.042,0.032,0.888888888888889,21.164021164021165,1.0,0.030488,8.622000000000005,0.9883298755186722,0.6956521739130435,0.8840176293203433,0.8253968253968254
Product Strategy,"Market Research, Stakeholder Management",0.042,0.036,0.032,0.7619047619047619,21.164021164021165,1.0,0.030488,4.048799999999999,0.9945198329853864,0.6956521739130435,0.7530132384904169,0.8253968253968254
"Mvp, Data Science",Product Strategy,0.036,0.042,0.032,0.888888888888889,21.164021164021165,1.0,0.030488,8.622000000000005,0.9883298755186722,0.6956521739130435,0.8840176293203433,0.8253968253968254
Product Strategy,"Mvp, Data Science",0.042,0.036,0.032,0.7619047619047619,21.164021164021165,1.0,0.030488,4.048799999999999,0.9945198329853864,0.6956521739130435,0.7530132384904169,0.8253968253968254
TensorFlow,NumPy,0.0385,0.04,0.0325,0.8441558441558442,21.103896103896105,1.0,0.03096,6.160000000000002,0.9907596303852154,0.7065217391304348,0.8376623376623377,0.828327922077922
NumPy,TensorFlow,0.04,0.0385,0.0325,0.8125,21.103896103896105,1.0,0.03096,5.128,0.9923076923076924,0.7065217391304348,0.8049921996879875,0.828327922077922
Pandas,Scikit-Learn,0.0375,0.04,0.0315,0.8400000000000001,21.0,1.0,0.03,6.000000000000003,0.989486703772418,0.6847826086956522,0.8333333333333334,0.81375
Scikit-Learn,Pandas,0.04,0.0375,0.0315,0.7875,21.0,1.0,0.03,4.529411764705882,0.992063492063492,0.6847826086956522,0.7792207792207793,0.81375
"Roadmapping, Product Strategy",Stakeholder Management,0.038,0.042,0.0335,0.8815789473684211,20.98997493734336,1.0,0.031904,8.089777777777783,0.9899773481863036,0.7204301075268817,0.8763872101966818,0.8395989974937343
Stakeholder Management,"Roadmapping, Product Strategy",0.042,0.038,0.0335,0.7976190476190477,20.98997493734336,1.0,0.031904,4.753411764705883,0.9941108652977284,0.7204301075268817,0.7896247896247897,0.8395989974937343
Stakeholder Management,Product Strategy,0.042,0.042,0.037,0.8809523809523808,20.9750566893424,1.0,0.0352359999999999,8.047199999999991,0.9940754951193363,0.7872340425531913,0.8757331742717963,0.8809523809523808
Product Strategy,Stakeholder Management,0.042,0.042,0.037,0.8809523809523808,20.9750566893424,1.0,0.0352359999999999,8.047199999999991,0.9940754951193363,0.7872340425531913,0.8757331742717963,0.8809523809523808
Product Strategy,"Market Research, Data Science",0.042,0.0375,0.033,0.7857142857142857,20.952380952380956,1.0,0.031425,4.491666666666666,0.9940216359840576,0.7096774193548387,0.7773654916512059,0.832857142857143
"Market Research, Data Science",Product Strategy,0.0375,0.042,0.033,0.8800000000000001,20.952380952380956,1.0,0.031425,7.9833333333333405,0.9893742621015348,0.7096774193548387,0.8747390396659709,0.832857142857143
Dart,React Native,0.04,0.037,0.031,0.775,20.945945945945947,1.0,0.02952,4.28,0.991935483870968,0.6739130434782609,0.7663551401869159,0.8064189189189189
Dart,Swift,0.04,0.037,0.031,0.775,20.945945945945947,1.0,0.02952,4.28,0.991935483870968,0.6739130434782609,0.7663551401869159,0.8064189189189189
NumPy,"TensorFlow, Statistics",0.04,0.037,0.031,0.775,20.945945945945947,1.0,0.02952,4.28,0.991935483870968,0.6739130434782609,0.7663551401869159,0.8064189189189189
Scikit-Learn,Deep Learning,0.04,0.037,0.031,0.775,20.945945945945947,1.0,0.02952,4.28,0.991935483870968,0.6739130434782609,0.7663551401869159,0.8064189189189189
"TensorFlow, Statistics",NumPy,0.037,0.04,0.031,0.8378378378378378,20.945945945945944,1.0,0.02952,5.919999999999999,0.9888453421766658,0.6739130434782609,0.831081081081081,0.8064189189189189
Deep Learning,Scikit-Learn,0.037,0.04,0.031,0.8378378378378378,20.945945945945944,1.0,0.02952,5.919999999999999,0.9888453421766658,0.6739130434782609,0.831081081081081,0.8064189189189189
React Native,Dart,0.037,0.04,0.031,0.8378378378378378,20.945945945945944,1.0,0.02952,5.919999999999999,0.9888453421766658,0.6739130434782609,0.831081081081081,0.8064189189189189
Swift,Dart,0.037,0.04,0.031,0.8378378378378378,20.945945945945944,1.0,0.02952,5.919999999999999,0.9888453421766658,0.6739130434782609,0.831081081081081,0.8064189189189189
Market Research,"Roadmapping, Product Strategy",0.0415,0.038,0.033,0.7951807228915663,20.92580849714648,1.0,0.031423,4.696823529411764,0.993439876068984,0.7096774193548387,0.7870901485359316,0.8318008877615726
"Roadmapping, Product Strategy",Market Research,0.038,0.0415,0.033,0.868421052631579,20.92580849714648,1.0,0.031423,7.284600000000002,0.9898254898254896,0.7096774193548387,0.8627241029020125,0.8318008877615726
Stakeholder Management,Mvp,0.042,0.041,0.036,0.857142857142857,20.90592334494773,1.0,0.0342779999999999,6.712999999999992,0.993910925539318,0.7659574468085104,0.8510353046328019,0.8675958188153309
Mvp,Stakeholder Management,0.041,0.042,0.036,0.8780487804878048,20.90592334494773,1.0,0.0342779999999999,7.855599999999993,0.9928745220716024,0.7659574468085104,0.8727022760833035,0.8675958188153309
"Data Science, Stakeholder Management",Product Strategy,0.0365,0.042,0.032,0.8767123287671234,20.874103065883887,1.0,0.030467,7.770444444444448,0.9881616502335236,0.6881720430107527,0.8713072325335317,0.8193085453359426
Product Strategy,"Data Science, Stakeholder Management",0.042,0.0365,0.032,0.7619047619047619,20.874103065883887,1.0,0.030467,4.0467,0.9938348121085596,0.6881720430107527,0.7528850668445893,0.8193085453359426
"Roadmapping, Product Strategy",Mvp,0.038,0.041,0.0325,0.855263157894737,20.86007702182285,1.0,0.030942,6.625818181818186,0.9896689588997282,0.6989247311827957,0.8490752428516548,0.8239730423620026
Mvp,"Roadmapping, Product Strategy",0.041,0.038,0.0325,0.7926829268292683,20.86007702182285,1.0,0.030942,4.640235294117648,0.9927648993342424,0.6989247311827957,0.7844936869327114,0.8239730423620026
"Product Strategy, Stakeholder Management",Market Research,0.037,0.0415,0.032,0.8648648648648649,20.840117225659395,1.0,0.0304645,7.092900000000003,0.9885935877466252,0.6881720430107527,0.8590139435209858,0.8179746011071312
Market Research,"Product Strategy, Stakeholder Management",0.0415,0.037,0.032,0.7710843373493975,20.840117225659395,1.0,0.0304645,4.206789473684209,0.9932348721961398,0.6881720430107527,0.7622890315154699,0.8179746011071312
Product Strategy,"Mvp, Stakeholder Management",0.042,0.036,0.0315,0.75,20.833333333333336,1.0,0.029988,3.856,0.9937369519832986,0.6774193548387097,0.7406639004149378,0.8125
"Mvp, Stakeholder Management",Product Strategy,0.036,0.042,0.0315,0.8750000000000001,20.833333333333336,1.0,0.029988,7.664000000000007,0.9875518672199172,0.6774193548387097,0.8695198329853864,0.8125
Stakeholder Management,"Mvp, Roadmapping",0.042,0.0355,0.031,0.738095238095238,20.79141515761234,1.0,0.029509,3.682636363636363,0.9936359350798034,0.6666666666666666,0.7284554049717347,0.8056673373574782
"Mvp, Roadmapping",Stakeholder Management,0.0355,0.042,0.031,0.8732394366197184,20.79141515761234,1.0,0.029509,7.557555555555559,0.986939580929447,0.6666666666666666,0.8676820841541946,0.8056673373574782
TensorFlow,Pandas,0.0385,0.0375,0.03,0.7792207792207791,20.77922077922078,1.0,0.02855625,4.359558823529411,0.9899895995839834,0.6521739130434783,0.7706189913982121,0.7896103896103897
Pandas,TensorFlow,0.0375,0.0385,0.03,0.8,20.77922077922078,1.0,0.02855625,4.807500000000001,0.9889610389610388,0.6521739130434783,0.7919916796671868,0.7896103896103897
"Product Strategy, Stakeholder Management",Mvp,0.037,0.041,0.0315,0.8513513513513514,20.76466710613052,1.0,0.029983,6.451454545454548,0.9884125335838732,0.6774193548387097,0.8449961953611589,0.8098220171390904
Mvp,"Product Strategy, Stakeholder Management",0.041,0.037,0.0315,0.7682926829268293,20.76466710613052,1.0,0.029983,4.156105263157895,0.9925352135988216,0.6774193548387097,0.7593901172656586,0.8098220171390904
